,run_uuid,hostname,run_num,total_runs,exp_command,exp_number,order_number,order_type,time_start,time_stop,completion_status,result
2320,c842c9a8-3055-11ec-a562-ecb1d7853a62,hp055.utah.cloudlab.us,232,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,45.655871777,45.684116021,Success,34261.5
2320,c842c9a8-3055-11ec-a562-ecb1d7853a62,hp055.utah.cloudlab.us,232,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,45.655871777,45.684116021,Success,34150.74
2320,c842c9a8-3055-11ec-a562-ecb1d7853a62,hp055.utah.cloudlab.us,232,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,45.655871777,45.684116021,Success,38437.7
2320,c842c9a8-3055-11ec-a562-ecb1d7853a62,hp055.utah.cloudlab.us,232,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,45.655871777,45.684116021,Success,38434.04
2339,a880d096-3056-11ec-be29-ecb1d7853a62,hp055.utah.cloudlab.us,233,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,9,random,45.970593081,45.997505178,Success,34152.92
2339,a880d096-3056-11ec-be29-ecb1d7853a62,hp055.utah.cloudlab.us,233,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,9,random,45.970593081,45.997505178,Success,34046.78
2339,a880d096-3056-11ec-be29-ecb1d7853a62,hp055.utah.cloudlab.us,233,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,9,random,45.970593081,45.997505178,Success,38351.65
2339,a880d096-3056-11ec-be29-ecb1d7853a62,hp055.utah.cloudlab.us,233,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,9,random,45.970593081,45.997505178,Success,38483.79
2340,88df7d1d-3057-11ec-84d2-ecb1d7853a62,hp055.utah.cloudlab.us,234,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,46.040719222,46.068707949,Success,34160.08
2340,88df7d1d-3057-11ec-84d2-ecb1d7853a62,hp055.utah.cloudlab.us,234,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,46.040719222,46.068707949,Success,34066.07
2340,88df7d1d-3057-11ec-84d2-ecb1d7853a62,hp055.utah.cloudlab.us,234,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,46.040719222,46.068707949,Success,38372.99
2340,88df7d1d-3057-11ec-84d2-ecb1d7853a62,hp055.utah.cloudlab.us,234,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,46.040719222,46.068707949,Success,38459.28
2353,692ffbf7-3058-11ec-9e56-ecb1d7853a62,hp055.utah.cloudlab.us,235,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,3,random,46.266756575,46.29292576,Success,34234.53
2353,692ffbf7-3058-11ec-9e56-ecb1d7853a62,hp055.utah.cloudlab.us,235,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,3,random,46.266756575,46.29292576,Success,34084.74
2353,692ffbf7-3058-11ec-9e56-ecb1d7853a62,hp055.utah.cloudlab.us,235,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,3,random,46.266756575,46.29292576,Success,38416.56
2353,692ffbf7-3058-11ec-9e56-ecb1d7853a62,hp055.utah.cloudlab.us,235,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,3,random,46.266756575,46.29292576,Success,38536.7
2360,49a369fe-3059-11ec-bde5-ecb1d7853a62,hp055.utah.cloudlab.us,236,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,46.423596145,46.451318361,Success,34269.25
2360,49a369fe-3059-11ec-bde5-ecb1d7853a62,hp055.utah.cloudlab.us,236,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,46.423596145,46.451318361,Success,34163.38
2360,49a369fe-3059-11ec-bde5-ecb1d7853a62,hp055.utah.cloudlab.us,236,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,46.423596145,46.451318361,Success,38418.61
2360,49a369fe-3059-11ec-bde5-ecb1d7853a62,hp055.utah.cloudlab.us,236,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,46.423596145,46.451318361,Success,38558.16
2378,29ea6286-305a-11ec-82e6-ecb1d7853a62,hp055.utah.cloudlab.us,237,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,8,random,46.726253919,46.752327264,Success,34183.87
2378,29ea6286-305a-11ec-82e6-ecb1d7853a62,hp055.utah.cloudlab.us,237,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,8,random,46.726253919,46.752327264,Success,34086.51
2378,29ea6286-305a-11ec-82e6-ecb1d7853a62,hp055.utah.cloudlab.us,237,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,8,random,46.726253919,46.752327264,Success,38410.61
2378,29ea6286-305a-11ec-82e6-ecb1d7853a62,hp055.utah.cloudlab.us,237,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,8,random,46.726253919,46.752327264,Success,38553.53
2380,0a2553db-305b-11ec-858d-ecb1d7853a62,hp055.utah.cloudlab.us,238,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,46.807404643,46.835392048,Success,34232.09
2380,0a2553db-305b-11ec-858d-ecb1d7853a62,hp055.utah.cloudlab.us,238,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,46.807404643,46.835392048,Success,34113.58
2380,0a2553db-305b-11ec-858d-ecb1d7853a62,hp055.utah.cloudlab.us,238,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,46.807404643,46.835392048,Success,38431.13
2380,0a2553db-305b-11ec-858d-ecb1d7853a62,hp055.utah.cloudlab.us,238,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,46.807404643,46.835392048,Success,38468.44
2390,ea57d08d-305b-11ec-a8de-ecb1d7853a62,hp055.utah.cloudlab.us,239,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,random,46.994126875,47.021619531,Success,34182.5
2390,ea57d08d-305b-11ec-a8de-ecb1d7853a62,hp055.utah.cloudlab.us,239,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,random,46.994126875,47.021619531,Success,34096.66
2390,ea57d08d-305b-11ec-a8de-ecb1d7853a62,hp055.utah.cloudlab.us,239,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,random,46.994126875,47.021619531,Success,38378.16
2390,ea57d08d-305b-11ec-a8de-ecb1d7853a62,hp055.utah.cloudlab.us,239,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,random,46.994126875,47.021619531,Success,38505.93
2400,caad4c51-305c-11ec-b2cc-ecb1d7853a62,hp055.utah.cloudlab.us,240,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,47.182867355,47.210329681,Success,34298.99
2400,caad4c51-305c-11ec-b2cc-ecb1d7853a62,hp055.utah.cloudlab.us,240,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,47.182867355,47.210329681,Success,34199.04
2400,caad4c51-305c-11ec-b2cc-ecb1d7853a62,hp055.utah.cloudlab.us,240,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,47.182867355,47.210329681,Success,38508.49
2400,caad4c51-305c-11ec-b2cc-ecb1d7853a62,hp055.utah.cloudlab.us,240,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,47.182867355,47.210329681,Success,38649.57
2416,aaff6ee9-305d-11ec-840d-ecb1d7853a62,hp055.utah.cloudlab.us,241,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,6,random,47.466178444,47.492071958,Success,34165.98
2416,aaff6ee9-305d-11ec-840d-ecb1d7853a62,hp055.utah.cloudlab.us,241,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,6,random,47.466178444,47.492071958,Success,34063.01
2416,aaff6ee9-305d-11ec-840d-ecb1d7853a62,hp055.utah.cloudlab.us,241,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,6,random,47.466178444,47.492071958,Success,38364.31
2416,aaff6ee9-305d-11ec-840d-ecb1d7853a62,hp055.utah.cloudlab.us,241,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,6,random,47.466178444,47.492071958,Success,38499.7
2420,8b52915f-305e-11ec-9b64-ecb1d7853a62,hp055.utah.cloudlab.us,242,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,47.565662864,47.593682787,Success,34213.86
2420,8b52915f-305e-11ec-9b64-ecb1d7853a62,hp055.utah.cloudlab.us,242,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,47.565662864,47.593682787,Success,34099.46
2420,8b52915f-305e-11ec-9b64-ecb1d7853a62,hp055.utah.cloudlab.us,242,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,47.565662864,47.593682787,Success,38364.49
2420,8b52915f-305e-11ec-9b64-ecb1d7853a62,hp055.utah.cloudlab.us,242,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,47.565662864,47.593682787,Success,38502.88
2430,6b716e17-305f-11ec-8c7e-ecb1d7853a62,hp055.utah.cloudlab.us,243,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,random,47.758462232,47.786759536,Success,34142.18
2430,6b716e17-305f-11ec-8c7e-ecb1d7853a62,hp055.utah.cloudlab.us,243,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,random,47.758462232,47.786759536,Success,34025.3
2430,6b716e17-305f-11ec-8c7e-ecb1d7853a62,hp055.utah.cloudlab.us,243,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,random,47.758462232,47.786759536,Success,38315.12
2430,6b716e17-305f-11ec-8c7e-ecb1d7853a62,hp055.utah.cloudlab.us,243,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,random,47.758462232,47.786759536,Success,38491.17
2440,4bd361f2-3060-11ec-b011-ecb1d7853a62,hp055.utah.cloudlab.us,244,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,47.950135162,47.97780692,Success,34265.21
2440,4bd361f2-3060-11ec-b011-ecb1d7853a62,hp055.utah.cloudlab.us,244,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,47.950135162,47.97780692,Success,34164.31
2440,4bd361f2-3060-11ec-b011-ecb1d7853a62,hp055.utah.cloudlab.us,244,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,47.950135162,47.97780692,Success,38432.01
2440,4bd361f2-3060-11ec-b011-ecb1d7853a62,hp055.utah.cloudlab.us,244,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,47.950135162,47.97780692,Success,38614.64
2456,2c307247-3061-11ec-b7c6-ecb1d7853a62,hp055.utah.cloudlab.us,245,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,6,random,48.235943999,48.262549603,Success,34144.11
2456,2c307247-3061-11ec-b7c6-ecb1d7853a62,hp055.utah.cloudlab.us,245,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,6,random,48.235943999,48.262549603,Success,34037.95
2456,2c307247-3061-11ec-b7c6-ecb1d7853a62,hp055.utah.cloudlab.us,245,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,6,random,48.235943999,48.262549603,Success,38325.95
2456,2c307247-3061-11ec-b7c6-ecb1d7853a62,hp055.utah.cloudlab.us,245,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,6,random,48.235943999,48.262549603,Success,38497.89
2460,0c82b38f-3062-11ec-b3ef-ecb1d7853a62,hp055.utah.cloudlab.us,246,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,48.331392918,48.358901731,Success,34264.38
2460,0c82b38f-3062-11ec-b3ef-ecb1d7853a62,hp055.utah.cloudlab.us,246,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,48.331392918,48.358901731,Success,34149.84
2460,0c82b38f-3062-11ec-b3ef-ecb1d7853a62,hp055.utah.cloudlab.us,246,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,48.331392918,48.358901731,Success,38418.38
2460,0c82b38f-3062-11ec-b3ef-ecb1d7853a62,hp055.utah.cloudlab.us,246,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,48.331392918,48.358901731,Success,38609.29
2473,ecca3ea6-3062-11ec-bf7c-ecb1d7853a62,hp055.utah.cloudlab.us,247,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,3,random,48.551575796,48.576628471,Success,34314.19
2473,ecca3ea6-3062-11ec-bf7c-ecb1d7853a62,hp055.utah.cloudlab.us,247,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,3,random,48.551575796,48.576628471,Success,34203.79
2473,ecca3ea6-3062-11ec-bf7c-ecb1d7853a62,hp055.utah.cloudlab.us,247,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,3,random,48.551575796,48.576628471,Success,38523.86
2473,ecca3ea6-3062-11ec-bf7c-ecb1d7853a62,hp055.utah.cloudlab.us,247,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,3,random,48.551575796,48.576628471,Success,38496.7
2480,ccf7f95e-3063-11ec-b9b3-ecb1d7853a62,hp055.utah.cloudlab.us,248,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,48.709137437,48.736739631,Success,34171.22
2480,ccf7f95e-3063-11ec-b9b3-ecb1d7853a62,hp055.utah.cloudlab.us,248,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,48.709137437,48.736739631,Success,34095.02
2480,ccf7f95e-3063-11ec-b9b3-ecb1d7853a62,hp055.utah.cloudlab.us,248,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,48.709137437,48.736739631,Success,38353.8
2480,ccf7f95e-3063-11ec-b9b3-ecb1d7853a62,hp055.utah.cloudlab.us,248,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,48.709137437,48.736739631,Success,38546.58
2491,ad45dd7a-3064-11ec-833d-ecb1d7853a62,hp055.utah.cloudlab.us,249,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,1,random,48.915736053,48.94194206,Success,34186.56
2491,ad45dd7a-3064-11ec-833d-ecb1d7853a62,hp055.utah.cloudlab.us,249,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,1,random,48.915736053,48.94194206,Success,34090.59
2491,ad45dd7a-3064-11ec-833d-ecb1d7853a62,hp055.utah.cloudlab.us,249,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,1,random,48.915736053,48.94194206,Success,38350.2
2491,ad45dd7a-3064-11ec-833d-ecb1d7853a62,hp055.utah.cloudlab.us,249,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,1,random,48.915736053,48.94194206,Success,38575.02
2500,8d7a15ab-3065-11ec-9d7f-ecb1d7853a62,hp055.utah.cloudlab.us,250,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,49.091423567,49.118801159,Success,34099.35
2500,8d7a15ab-3065-11ec-9d7f-ecb1d7853a62,hp055.utah.cloudlab.us,250,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,49.091423567,49.118801159,Success,33992.9
2500,8d7a15ab-3065-11ec-9d7f-ecb1d7853a62,hp055.utah.cloudlab.us,250,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,49.091423567,49.118801159,Success,38254.38
2500,8d7a15ab-3065-11ec-9d7f-ecb1d7853a62,hp055.utah.cloudlab.us,250,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,49.091423567,49.118801159,Success,38476.04
2512,6db89992-3066-11ec-afc2-ecb1d7853a62,hp055.utah.cloudlab.us,251,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,2,random,49.2993862,49.32541349,Success,34248.6
2512,6db89992-3066-11ec-afc2-ecb1d7853a62,hp055.utah.cloudlab.us,251,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,2,random,49.2993862,49.32541349,Success,34131.64
2512,6db89992-3066-11ec-afc2-ecb1d7853a62,hp055.utah.cloudlab.us,251,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,2,random,49.2993862,49.32541349,Success,38424.2
2512,6db89992-3066-11ec-afc2-ecb1d7853a62,hp055.utah.cloudlab.us,251,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,2,random,49.2993862,49.32541349,Success,38544.87
2520,4df8622f-3067-11ec-a899-ecb1d7853a62,hp055.utah.cloudlab.us,252,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,49.470180617,49.497784473,Success,34251.17
2520,4df8622f-3067-11ec-a899-ecb1d7853a62,hp055.utah.cloudlab.us,252,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,49.470180617,49.497784473,Success,34112.76
2520,4df8622f-3067-11ec-a899-ecb1d7853a62,hp055.utah.cloudlab.us,252,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,49.470180617,49.497784473,Success,38416.65
2520,4df8622f-3067-11ec-a899-ecb1d7853a62,hp055.utah.cloudlab.us,252,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,49.470180617,49.497784473,Success,38543.03
2532,2e376043-3068-11ec-b589-ecb1d7853a62,hp055.utah.cloudlab.us,253,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,2,random,49.710959871,49.737027118,Success,34259.57
2532,2e376043-3068-11ec-b589-ecb1d7853a62,hp055.utah.cloudlab.us,253,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,2,random,49.710959871,49.737027118,Success,34145.57
2532,2e376043-3068-11ec-b589-ecb1d7853a62,hp055.utah.cloudlab.us,253,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,2,random,49.710959871,49.737027118,Success,38435.43
2532,2e376043-3068-11ec-b589-ecb1d7853a62,hp055.utah.cloudlab.us,253,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,2,random,49.710959871,49.737027118,Success,38596.09
2540,0e82876e-3069-11ec-8d56-ecb1d7853a62,hp055.utah.cloudlab.us,254,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,49.848467179,49.877023714,Success,34283.35
2540,0e82876e-3069-11ec-8d56-ecb1d7853a62,hp055.utah.cloudlab.us,254,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,49.848467179,49.877023714,Success,34169.22
2540,0e82876e-3069-11ec-8d56-ecb1d7853a62,hp055.utah.cloudlab.us,254,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,49.848467179,49.877023714,Success,38489.68
2540,0e82876e-3069-11ec-8d56-ecb1d7853a62,hp055.utah.cloudlab.us,254,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,0,fixed,49.848467179,49.877023714,Success,38576.31
2557,eea67862-3069-11ec-bdc0-ecb1d7853a62,hp055.utah.cloudlab.us,255,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,7,random,50.147757083,50.173900883,Success,34209.05
2557,eea67862-3069-11ec-bdc0-ecb1d7853a62,hp055.utah.cloudlab.us,255,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,7,random,50.147757083,50.173900883,Success,34099.06
2557,eea67862-3069-11ec-bdc0-ecb1d7853a62,hp055.utah.cloudlab.us,255,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,7,random,50.147757083,50.173900883,Success,38396.13
2557,eea67862-3069-11ec-bdc0-ecb1d7853a62,hp055.utah.cloudlab.us,255,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- triad_omp,0,7,random,50.147757083,50.173900883,Success,38536.47
2560,cefb7104-306a-11ec-b8c3-ecb1d7853a62,hp055.utah.cloudlab.us,256,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- copy_omp,0,0,fixed,50.231182035,50.258718086,Success,34200.54
2560,cefb7104-306a-11ec-b8c3-ecb1d7853a62,hp055.utah.cloudlab.us,256,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- scale_omp,0,0,fixed,50.231182035,50.258718086,Success,34106.12
2560,cefb7104-306a-11ec-b8c3-ecb1d7853a62,hp055.utah.cloudlab.us,256,480,/bin/bash ~/os-benchmarks/scripts/run_memory.sh -n 0 -d 1 -b stream -t MT -s 100 -u 200 -- add_omp,0,0,fixed,50.231182035,50.258718086,Success,38411.62
